2.500000000000000000e-01 5.550336227691947677e+00 6.697068146830086333e-01
7.500000000000000000e-01 5.550336227691947677e+00 1.550929861274133570e+00
1.250000000000000000e+00 5.550336227691947677e+00 2.065725064144140255e+00
1.750000000000000222e+00 5.550336227691947677e+00 2.461005684934433280e+00
2.250000000000000000e+00 5.550336227691947677e+00 2.776052671347454037e+00
2.750000000000000000e+00 5.550336227691947677e+00 3.039985689827978899e+00
3.250000000000000000e+00 5.550336227691947677e+00 3.265614779292950409e+00
3.749999999999999556e+00 5.550336227691947677e+00 3.463192490258867107e+00
4.250000000000000000e+00 5.550336227691947677e+00 3.633824712417294212e+00
4.750000000000000000e+00 5.550336227691947677e+00 3.784715857844023645e+00
5.250000000000000000e+00 5.550336227691947677e+00 3.918907815108116477e+00
5.750000000000000000e+00 5.550336227691947677e+00 4.038801899792774819e+00
