2.500000000000000000e-01 4.924218896065625906e+00 7.877912155722732734e-01 9.744054459538925528e+01
7.500000000000000000e-01 4.924218896065617912e+00 1.482525052806007881e+00 9.093580204656862520e+01
1.250000000000000000e+00 4.924218896065617912e+00 1.944924669767259751e+00 8.439977474286793324e+01
1.750000000000000222e+00 4.924218896065619688e+00 2.300915748288875129e+00 7.816633048012539575e+01
2.250000000000000000e+00 4.924218896065618800e+00 2.585255988924036963e+00 7.243662428229751526e+01
2.750000000000000000e+00 4.924218896065618800e+00 2.822294586633886215e+00 6.715040762921796613e+01
3.250000000000000000e+00 4.924218896065618800e+00 3.025677616710798379e+00 6.224533646911633866e+01
3.749999999999999556e+00 4.924218896065618800e+00 3.198580449067401688e+00 5.780705339989566482e+01
4.250000000000000000e+00 4.924218896065618800e+00 3.349379237825778510e+00 5.373485293200535295e+01
4.750000000000000000e+00 4.924218896065618800e+00 3.481833475172505743e+00 5.000330551637028975e+01
5.250000000000000000e+00 4.924218896065618800e+00 3.598833483287087187e+00 4.658677457012946377e+01
5.750000000000000000e+00 4.924218896065618800e+00 3.702662724572230335e+00 4.346028601122575452e+01
