2.500000000000000000e-01 5.568742642777065655e+00 2.262991383539417978e+00 8.348602946002777969e+01
7.500000000000000000e-01 5.568742642777067431e+00 2.529450513491625863e+00 7.936815439122945293e+01
1.250000000000000000e+00 5.568742642777067431e+00 2.791886106338613338e+00 7.486487208477170441e+01
1.750000000000000222e+00 5.568742642777067431e+00 3.018054526007643013e+00 7.062757062272903852e+01
2.250000000000000000e+00 5.568742642777065655e+00 3.214847026283143894e+00 6.667222429874198042e+01
2.750000000000000000e+00 5.568742642777067431e+00 3.389152398034886104e+00 6.296026245838097424e+01
3.250000000000000000e+00 5.568742642777067431e+00 3.545629757846390895e+00 5.946105221028808785e+01
3.749999999999999556e+00 5.568742642777067431e+00 3.687369638065187250e+00 5.615510286405770302e+01
4.250000000000000000e+00 5.568742642777067431e+00 3.816499922877015560e+00 5.303046932664283020e+01
4.750000000000000000e+00 5.568742642777067431e+00 3.934565989090871962e+00 5.007944881478573507e+01
5.250000000000000000e+00 5.568742642777067431e+00 4.042755660945563712e+00 4.729635009373542687e+01
5.750000000000000000e+00 5.568742642777067431e+00 4.142031007370753137e+00 4.467614986465059701e+01
