2.500000000000000000e-01 5.431310724277740754e+00 2.202355713706034113e+00 8.355758399331968178e+01
7.500000000000000000e-01 5.431310724277738977e+00 2.470541798870959038e+00 7.930930335732820424e+01
1.250000000000000000e+00 5.431310724277738977e+00 2.730695935110991179e+00 7.472230968524601735e+01
1.750000000000000222e+00 5.431310724277738977e+00 2.953790800549353168e+00 7.042326921340669799e+01
2.250000000000000000e+00 5.431310724277738977e+00 3.147552146507264226e+00 6.641567924801793765e+01
2.750000000000000000e+00 5.431310724277739865e+00 3.319003977035182906e+00 6.265725433113101417e+01
3.250000000000000000e+00 5.431310724277738977e+00 3.472790045536664039e+00 5.911652929328419503e+01
3.749999999999999556e+00 5.431310724277738977e+00 3.611961476014310168e+00 5.577407547465585935e+01
4.250000000000000000e+00 5.431310724277738977e+00 3.738612748741082736e+00 5.261818787495816707e+01
4.750000000000000000e+00 5.431310724277738977e+00 3.854267292314843552e+00 4.964131739952631506e+01
5.250000000000000000e+00 5.431310724277738977e+00 3.960101246178572065e+00 4.683775896910916003e+01
5.750000000000000000e+00 5.431310724277738977e+00 4.057072552878128846e+00 4.420230613926404573e+01
